objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
103,2020,"4170 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,5700,RESIDENTIAL,464000,NO,R,SPLIT ENTRY SGL. DWLG.,1961.0,944,1344,1,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,2,3
104,2020,"4176 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6000,RESIDENTIAL,554500,NO,R,SINGLE FAM. DWLG.,1963.0,984,2363,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
105,2020,"4169 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6000,RESIDENTIAL,484000,NO,R,SINGLE FAM. DWLG.,1963.0,1316,1316,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,3,4
106,2020,"4163 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6000,RESIDENTIAL,484000,NO,R,SINGLE FAM. DWLG.,1966.0,1797,1797,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,0,3,3
107,2020,"4157 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6000,RESIDENTIAL,491500,NO,R,SPLIT ENTRY SGL. DWLG.,1963.0,1272,1272,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,2,3
108,2020,"4151 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6283,RESIDENTIAL,423000,NO,R,SINGLE FAM. DWLG.,1960.0,1245,1245,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,3
109,2020,"4145 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6426,RESIDENTIAL,453500,NO,R,SPLIT LEVEL SNG. DWLG.,1960.0,646,1240,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,4
110,2020,"4139 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6527,RESIDENTIAL,475000,NO,R,SINGLE FAM. DWLG.,1960.0,1359,2319,1.5,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,5
111,2020,"4133 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6267,RESIDENTIAL,510000,NO,R,SPLIT ENTRY SGL. DWLG.,1966.0,1494,1494,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,2,3,3
112,2020,"4127 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6344,RESIDENTIAL,447000,NO,R,SPLIT ENTRY SGL. DWLG.,1963.0,1144,1162,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,4
113,2020,"4121 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6480,RESIDENTIAL,484000,NO,R,SPLIT LEVEL SNG. DWLG.,1963.0,616,1428,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,3,3
114,2020,"4115 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6596,RESIDENTIAL,430000,NO,R,SPLIT ENTRY SGL. DWLG.,1964.0,1170,1170,1,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,2,3
115,2020,"4109 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6664,RESIDENTIAL,510000,NO,R,SPLIT ENTRY SGL. DWLG.,1972.0,1781,1781,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,5
116,2020,"4103 BURTON LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6279,RESIDENTIAL,412000,NO,R,SINGLE FAM. DWLG.,1960.0,1845,1845,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,2,3
117,2020,"4807 NORTHROP DR, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6468,RESIDENTIAL,499500,NO,R,SPLIT LEVEL SNG. DWLG.,1979.0,656,1956,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
118,2020,"4100 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,7832,RESIDENTIAL,646000,NO,R,SPLIT ENTRY SGL. DWLG.,1961.0,1584,1584,1,2,FORCED AIR,WOOD FRAME,BRICK,FLAT,1,2,2,3
119,2020,"4108 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9525,RESIDENTIAL,740500,NO,R,SPLIT LEVEL SNG. DWLG.,1961.0,1708,2012,1,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,3,3
120,2020,"4116 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9225,RESIDENTIAL,791500,NO,R,SINGLE FAM. DWLG.,1964.0,2297,2297,1,2,HOT WATER,WOOD FRAME,METAL/VINYL,HIP,1,2,4,3
121,2020,"4124 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9500,RESIDENTIAL,1025000,NO,R,SPLIT LEVEL SNG. DWLG.,1964.0,1852,2452,1,2,HOT WATER,WOOD FRAME,WOOD,HIP,1,3,4,5
122,2020,"4136 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9880,RESIDENTIAL,1195000,NO,R,SINGLE FAM. DWLG.,1960.0,1975,4256,2,2,HOT WATER,WOOD FRAME,STONE,HIP,1,1,5,4
123,2020,"4140 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9618,RESIDENTIAL,775000,NO,R,CONTEMPORARY,1961.0,1530,2826,2,2,HOT WATER,WOOD FRAME,WOOD,FLAT,1,1,3,4
124,2020,"4148 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,14566,RESIDENTIAL,730000,NO,R,CONTEMPORARY,1964.0,0,3462,2,3,FORCED AIR,WOOD FRAME,STUCCO,FLAT,1,1,4,5
125,2020,"4180 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,12567,RESIDENTIAL,534500,NO,R,SPLIT LEVEL SNG. DWLG.,1967.0,806,1510,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
126,2020,"4188 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,10409,RESIDENTIAL,896000,NO,R,SINGLE FAM. DWLG.,1975.0,1610,3076,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,4
127,2020,"4840 42ND ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8915,RESIDENTIAL,595500,NO,R,SINGLE FAM. DWLG.,1964.0,1341,1869,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
128,2020,"4834 42ND ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,6240,RESIDENTIAL,415000,NO,R,SINGLE FAM. DWLG.,1960.0,1409,1409,1,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,1,2,2
129,2020,"4824 42ND ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,7800,RESIDENTIAL,640000,NO,R,SPLIT LEVEL SNG. DWLG.,1964.0,1330,1770,1,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,3,4
130,2020,"4171 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9719,RESIDENTIAL,580000,NO,R,SPLIT LEVEL SNG. DWLG.,1973.0,1376,2216,1.5,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,5
131,2020,"4165 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9216,RESIDENTIAL,490000,NO,R,SINGLE FAM. DWLG.,1964.0,1329,2180,2,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,2,3,3
132,2020,"4159 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9232,RESIDENTIAL,588500,NO,R,SPLIT LEVEL SNG. DWLG.,1961.0,560,1480,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
133,2020,"4153 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8870,RESIDENTIAL,667500,NO,R,SINGLE FAM. DWLG.,1962.0,1364,2520,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,4
134,2020,"4147 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9252,RESIDENTIAL,577500,NO,R,SPLIT ENTRY SGL. DWLG.,1965.0,2076,2076,1,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,3
135,2020,"4141 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9195,RESIDENTIAL,620000,NO,R,SINGLE FAM. DWLG.,1963.0,1145,2279,2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,4,4
136,2020,"4135 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8990,RESIDENTIAL,484000,NO,R,SINGLE FAM. DWLG.,1961.0,1859,1859,1,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,3
137,2020,"4129 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8382,RESIDENTIAL,510000,NO,R,SPLIT LEVEL SNG. DWLG.,1964.0,1192,1720,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
138,2020,"4123 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8354,RESIDENTIAL,736000,NO,R,CONTEMPORARY,1971.0,3081,3829,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,4,5
139,2020,"4117 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,554500,NO,R,SPLIT LEVEL SNG. DWLG.,1965.0,1436,3240,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
140,2020,"4111 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8734,RESIDENTIAL,492000,NO,R,SPLIT ENTRY SGL. DWLG.,1964.0,1352,1352,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,4
141,2020,"4101 COFFMAN LN, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9171,RESIDENTIAL,761500,NO,R,SINGLE FAM. DWLG.,1967.0,840,2916,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,5,5
142,2020,"4827 NORTHROP DR, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,10694,RESIDENTIAL,622000,NO,R,SINGLE FAM. DWLG.,1960.0,1392,2568,2,2,HOT WATER,WOOD FRAME,WOOD,HIP,1,2,3,5
143,2020,"4835 NORTHROP DR, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,8426,RESIDENTIAL,629500,NO,R,SINGLE FAM. DWLG.,1961.0,1508,2024,1.5,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,3
146,2020,"4164 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,22619,RESIDENTIAL,780000,NO,R,SINGLE FAM. DWLG.,1961.0,2780,4510,2,4,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,6,4
147,2020,"4170 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1,SINGLE-FAMILY DETACHED DW,9468,RESIDENTIAL,660000,NO,R,SINGLE FAM. DWLG.,2019.0,0,2701,2,2,FORCED AIR,WOOD FRAME,OTHER,FLAT,1,1,3,3
366,2020,"4408 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,17026,RESIDENTIAL,594500,NO,R,SINGLE FAM. DWLG.,1916.0,1182,2219,2,2,FORCED AIR,WOOD FRAME,WOOD,GAMBREL,1,1,2,3
367,2020,"4416 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,7221,RESIDENTIAL,823000,NO,R,CONTEMPORARY,1940.0,1268,2248,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
368,2020,"4420 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,8311,RESIDENTIAL,584500,NO,R,SINGLE FAM. DWLG.,1941.0,900,1800,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
369,2020,"4424 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,9840,RESIDENTIAL,601000,NO,R,SINGLE FAM. DWLG.,1960.0,1335,1780,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
370,2020,"4428 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,10320,RESIDENTIAL,494000,NO,R,SINGLE FAM. DWLG.,1951.0,1152,1152,1,2,FORCED AIR,WOOD FRAME,WOOD,FLAT,1,1,2,3
371,2020,"4432 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,15304,RESIDENTIAL,661000,NO,R,SINGLE FAM. DWLG.,1913.0,840,2016,2.5,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,0,2,4
372,2020,"4440 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,20605,RESIDENTIAL,950000,NO,R,SINGLE FAM. DWLG.,1952.0,1513,1889,1,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,4,5
373,2020,"4448 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,20752,RESIDENTIAL,597000,NO,R,SINGLE FAM. DWLG.,1910.0,1266,2288,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
374,2020,"4720 45TH ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5040,RESIDENTIAL,533000,NO,R,SINGLE FAM. DWLG.,1951.0,962,1988,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,4
375,2020,"4716 45TH ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5040,RESIDENTIAL,457500,NO,R,SINGLE FAM. DWLG.,1948.0,780,1416,1.7,1,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,2,3
376,2020,"4712 45TH ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,4990,RESIDENTIAL,552000,NO,R,SINGLE FAM. DWLG.,1941.0,760,1760,2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,2,5
377,2020,"4455 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5250,RESIDENTIAL,422000,NO,R,SINGLE FAM. DWLG.,1926.0,996,1296,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,3,4
378,2020,"4451 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,316500,NO,R,SINGLE FAM. DWLG.,1925.0,878,982,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,1,2
379,2020,"4449 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,380000,NO,R,SINGLE FAM. DWLG.,1925.0,846,1186,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,4
380,2020,"4445 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,329000,NO,R,SINGLE FAM. DWLG.,1912.0,803,1752,1.5,2,FORCED AIR,WOOD FRAME,OTHER,GABLE,1,0,1,3
381,2020,"4441 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,436000,NO,R,SINGLE FAM. DWLG.,1922.0,908,1412,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,1,3,2
382,2020,"4437 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,455500,NO,R,SINGLE FAM. DWLG.,1922.0,998,1996,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,0,3,3
383,2020,"4433 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,418500,NO,R,SINGLE FAM. DWLG.,1946.0,932,1332,1.5,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,4
384,2020,"4429 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,356000,NO,R,SINGLE FAM. DWLG.,1931.0,1116,1116,1,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,2,3
385,2020,"4425 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,353500,NO,R,SINGLE FAM. DWLG.,1931.0,1084,1084,1,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,2,2
386,2020,"4421 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,260500,NO,R,SINGLE FAM. DWLG.,1908.0,1102,1430,1.5,2,FORCED AIR,WOOD FRAME,OTHER,GABLE,1,0,1,3
387,2020,"4417 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,362500,NO,R,SINGLE FAM. DWLG.,1939.0,980,1180,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,2
388,2020,"4415 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,334500,NO,R,SINGLE FAM. DWLG.,1934.0,960,960,1,1,HOT WATER,WOOD FRAME,BRICK,HIP,1,1,2,2
389,2020,"4409 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,432000,NO,R,SINGLE FAM. DWLG.,1925.0,1006,1659,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,4
390,2020,"4405 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,374500,NO,R,SINGLE FAM. DWLG.,1931.0,864,1255,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
391,2020,"4401 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,383500,NO,R,SINGLE FAM. DWLG.,1938.0,900,1080,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,2
392,2020,"4723 45TH ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,4800,RESIDENTIAL,383500,NO,D,SINGLE FAM. DWLG.,1951.0,924,924,1,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
393,2020,"4711 45TH ST E, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,9600,RESIDENTIAL,481500,NO,R,SINGLE FAM. DWLG.,1921.0,760,1260,1.7,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,1,3
394,2020,"4500 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,10057,RESIDENTIAL,531500,NO,R,SINGLE FAM. DWLG.,1931.0,957,1527,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,5
395,2020,"4508 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,22720,RESIDENTIAL,850000,NO,R,CONTEMPORARY,1953.0,1352,2163,1,2,HOT WATER,WOOD FRAME,BRICK,HIP,1,2,2,2
396,2020,"4516 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,10640,RESIDENTIAL,815000,NO,R,CONTEMPORARY,1952.0,1599,2821,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
397,2020,"4530 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,15240,RESIDENTIAL,879500,NO,R,SINGLE FAM. DWLG.,1948.0,1080,2720,1.7,3,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,4
398,2020,"4550 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,9034,RESIDENTIAL,655000,NO,R,SINGLE FAM. DWLG.,1952.0,1806,1806,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,5
399,2020,"4554 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,7900,RESIDENTIAL,597500,NO,R,SINGLE FAM. DWLG.,1940.0,906,1826,1.5,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,1,3,3
400,2020,"4558 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,7500,RESIDENTIAL,410000,NO,R,SINGLE FAM. DWLG.,1941.0,876,1092,1.2,1,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,2,3
401,2020,"4562 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,8917,RESIDENTIAL,517500,NO,R,SINGLE FAM. DWLG.,1949.0,1544,1544,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,2
402,2020,"4570 EDMUND BLVD, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,10446,RESIDENTIAL,607000,NO,R,CONTEMPORARY,1956.0,1494,1494,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,2
403,2020,"4533 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,9950,RESIDENTIAL,314500,NO,R,SINGLE FAM. DWLG.,1941.0,824,824,1.2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,1,2,2
404,2020,"4529 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,373500,NO,R,SINGLE FAM. DWLG.,1941.0,1090,1090,1.2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,1,2
405,2020,"4525 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,534500,NO,R,SINGLE FAM. DWLG.,1945.0,1118,1762,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,3,4
406,2020,"4521 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,326500,NO,R,SINGLE FAM. DWLG.,1941.0,909,909,1.2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,1,2
407,2020,"4517 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,375000,NO,R,SINGLE FAM. DWLG.,1925.0,1092,1764,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,3
408,2020,"4515 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,374000,NO,R,SINGLE FAM. DWLG.,1929.0,1104,1569,1.5,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
409,2020,"4509 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,360000,NO,R,SINGLE FAM. DWLG.,1929.0,1022,1549,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
410,2020,"4505 47TH AVE S, Minneapolis, MN",LONGFELLOW,HIAWATHA,12,R1A,SINGLE-FAMILY DETACHED DW,5000,RESIDENTIAL,347500,NO,R,SINGLE FAM. DWLG.,1925.0,833,1058,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,3
